customerkey,FirstName,LastName,Full_Name,MaritalStatus,Gender,customer_city
13527,Tonya,Andersen,"Tonya Andersen",M,Female,"Gold Coast"
13528,Carmen,Lopez,"Carmen Lopez",M,Female,"Lane Cove"
13529,Pamela,Martinez,"Pamela Martinez",S,Female,"South Melbourne"
13530,Krystal,Chen,"Krystal Chen",M,Female,NULL
13531,Tyrone,Gutierrez,"Tyrone Gutierrez",M,Male,SÃ¨vres
13532,Melody,Gill,"Melody Gill",M,Female,Poing
13533,Eduardo,Butler,"Eduardo Butler",S,Male,NULL
13534,Beth,Navarro,"Beth Navarro",M,Female,NULL
13535,Omar,Nara,"Omar Nara",S,Male,NULL
13536,Arianna,Ward,"Arianna Ward",S,Female,"Saint Germain en Laye"
13537,Jill,Moreno,"Jill Moreno",S,Female,"Saint Ouen"
13538,Vanessa,Henderson,"Vanessa Henderson",S,Female,Kassel
13539,Roger,Guo,"Roger Guo",S,Male,NULL
13540,Paula,Ortega,"Paula Ortega",M,Female,Erlangen
13541,Ashlee,Xu,"Ashlee Xu",M,Female,Hannover
13542,Sharon,Kumar,"Sharon Kumar",M,Female,Frankfurt
13543,Phillip,Rana,"Phillip Rana",S,Male,Leipzig
13544,Joy,Martin,"Joy Martin",S,Female,NULL
13545,Brad,Sharma,"Brad Sharma",M,Male,Grevenbroich
13546,Mitchell,Jai,"Mitchell Jai",M,Male,MÃ¼nster
13547,Michele,Jimenez,"Michele Jimenez",S,Female,NULL
13548,Bridget,Jai,"Bridget Jai",M,Female,Frankfurt
13549,Richard,King,"Richard King",S,Male,Paris
13550,Joe,Malhotra,"Joe Malhotra",S,Male,"Saint Germain en Laye"
13551,Jacob,Lee,"Jacob Lee",M,Male,NULL
13552,Trevor,Hughes,"Trevor Hughes",S,Male,"Saint Germain en Laye"
13553,Jessica,Coleman,"Jessica Coleman",M,Female,NULL
13554,Paula,Moreno,"Paula Moreno",M,Female,NULL
13555,Tammy,Smith,"Tammy Smith",M,Female,Orleans
13556,Alisha,Nath,"Alisha Nath",S,Female,Lieusaint
13557,Stacey,Liu,"Stacey Liu",M,Female,NULL
13558,Karen,Lu,"Karen Lu",M,Female,Villeneuve-d'Ascq
13559,Lori,Ramos,"Lori Ramos",S,Female,Berlin
13560,Andres,Shan,"Andres Shan",M,Male,"Frankfurt am Main"
13561,Gary,Navarro,"Gary Navarro",M,Male,NULL
13562,Bryant,Van,"Bryant Van",S,Male,NULL
13563,Phillip,Sai,"Phillip Sai",M,Male,NULL
13564,Sabrina,Blanco,"Sabrina Blanco",M,Female,Paris
13565,Tiffany,Zhao,"Tiffany Zhao",M,Female,Courbevoie
13566,Mikael,Sandberg,"Mikael Sandberg",S,Female,Solingen
13567,Anne,Rubio,"Anne Rubio",M,Female,Stuttgart
13568,Max,Jimenez,"Max Jimenez",M,Male,Paris
13569,Marcus,Hall,"Marcus Hall",S,Male,Darmstadt
13570,Benjamin,Jackson,"Benjamin Jackson",S,Male,Ingolstadt
13571,Allen,Mehta,"Allen Mehta",M,Male,Boulogne-Billancourt
13572,Shaun,Deng,"Shaun Deng",S,Male,Stuttgart
13573,Edwin,Pal,"Edwin Pal",M,Male,Orleans
13574,Brenda,Garcia,"Brenda Garcia",S,Female,Dresden
13575,Alicia,Shen,"Alicia Shen",M,Female,"Les Ulis"
13576,Tamara,Lal,"Tamara Lal",S,Female,NULL
13577,Theodore,Torres,"Theodore Torres",M,Male,Paris
13578,Karl,Nath,"Karl Nath",M,Male,Roncq
13579,Alan,Chen,"Alan Chen",M,Male,Ingolstadt
13580,Carol,Xu,"Carol Xu",M,Female,Offenbach
13581,Albert,Blanco,"Albert Blanco",M,Male,NULL
13582,Martha,Gao,"Martha Gao",M,Female,NULL
13583,Blake,Butler,"Blake Butler",S,Male,NULL
13584,Isaiah,Cox,"Isaiah Cox",S,Male,NULL
13585,Savannah,Morris,"Savannah Morris",M,Female,NULL
13586,Larry,Alonso,"Larry Alonso",M,Male,NULL
13587,Kristina,Subram,"Kristina Subram",S,Female,Bonn
13588,Deb,Dominguez,"Deb Dominguez",M,Female,Leipzig
13589,Cameron,Smith,"Cameron Smith",S,Male,Drancy
13590,Louis,Xie,"Louis Xie",M,Male,NULL
13591,Latasha,Alonso,"Latasha Alonso",M,Female,NULL
13592,Gabriella,Collins,"Gabriella Collins",M,Female,Chatou
13593,Deanna,Navarro,"Deanna Navarro",S,Female,"Frankfurt am Main"
13594,Jessica,Williams,"Jessica Williams",M,Female,Hamburg
13595,Cole,Stewart,"Cole Stewart",S,Male,Bobigny
13596,Billy,Gomez,"Billy Gomez",M,Male,Orly
13597,Lance,Gutierrez,"Lance Gutierrez",M,Male,Hof
13598,Keith,Luo,"Keith Luo",M,Male,Werne
13599,Valerie,Zhu,"Valerie Zhu",M,Female,NULL
13600,Marie,Sanz,"Marie Sanz",M,Female,NULL
13601,Tanya,Dominguez,"Tanya Dominguez",M,Female,Berlin
13602,Virginia,Mehta,"Virginia Mehta",M,Female,NULL
13603,Molly,Martinez,"Molly Martinez",M,Female,NULL
13604,Nuan,Zheng,"Nuan Zheng",M,Male,NULL
13605,Gerrit,Straatsma,"Gerrit Straatsma",M,Male,Metz
13606,Drew,Sharma,"Drew Sharma",M,Male,Frankfurt
13607,Levi,Rana,"Levi Rana",S,Male,"Frankfurt am Main"
13608,Karla,Kumar,"Karla Kumar",M,Female,Paderborn
13609,Ramon,Yang,"Ramon Yang",M,Male,NULL
13610,Omar,Sharma,"Omar Sharma",M,Male,Paris
13611,Marshall,Huang,"Marshall Huang",M,Male,SÃ¨vres
13612,Hailey,Ross,"Hailey Ross",M,Female,NULL
13613,Derek,Jai,"Derek Jai",M,Male,Springwood
13614,Julie,Becker,"Julie Becker",S,Female,"North Ryde"
13615,Jacquelyn,Rowe,"Jacquelyn Rowe",S,Female,Sydney
13616,Cole,Ramirez,"Cole Ramirez",M,Male,Sunbury
13617,Gerald,Suri,"Gerald Suri",M,Male,Cranbourne
13618,Jay,Raman,"Jay Raman",S,Male,Geelong
13619,Arturo,Xu,"Arturo Xu",M,Male,Rhodes
13620,Damien,Ye,"Damien Ye",S,Male,"Coffs Harbour"
13621,Melody,Ruiz,"Melody Ruiz",M,Female,Sunbury
13622,Alan,Wang,"Alan Wang",M,Male,Newcastle
13623,Mitchell,Carson,"Mitchell Carson",M,Male,Melbourne
13624,Nicole,Long,"Nicole Long",S,Female,Sunbury
13625,Jason,Campbell,"Jason Campbell",M,Male,"Port Macquarie"
13626,Johnathan,Madan,"Johnathan Madan",M,Male,Brisbane
13627,Natasha,Rubio,"Natasha Rubio",M,Female,Darlinghurst
13628,Kaitlin,Schmidt,"Kaitlin Schmidt",M,Female,Cranbourne
13629,Karla,Yuan,"Karla Yuan",M,Female,Rockhampton
13630,Brenda,Arun,"Brenda Arun",S,Female,Wollongong
13631,Joe,Subram,"Joe Subram",M,Male,Matraville
13632,Cheryl,Munoz,"Cheryl Munoz",S,Female,Cloverdale
13633,Juan,Ramos,"Juan Ramos",S,Male,"North Ryde"
13634,Alexis,Russell,"Alexis Russell",M,Female,Brisbane
13635,Kurt,Deng,"Kurt Deng",M,Male,Matraville
13636,Jarrod,Rodriguez,"Jarrod Rodriguez",M,Male,Sunbury
13637,Victoria,Cooper,"Victoria Cooper",M,Female,Wollongong
13638,Diana,Alvarez,"Diana Alvarez",S,Female,Sydney
13639,Colin,Liang,"Colin Liang",M,Male,Geelong
13640,Rachael,Patel,"Rachael Patel",M,Female,"East Brisbane"
13641,Adrian,Watson,"Adrian Watson",S,Male,"Hervey Bay"
13642,Cassie,Nara,"Cassie Nara",M,Female,Darlinghurst
13643,Ronald,Sai,"Ronald Sai",S,Male,"Lane Cove"
13644,Kristi,Dominguez,"Kristi Dominguez",M,Female,Bendigo
13645,Eugene,He,"Eugene He",S,Male,Hawthorne
13646,Terry,Yuan,"Terry Yuan",M,Male,Warrnambool
13647,Armando,Alonso,"Armando Alonso",S,Male,"East Brisbane"
13648,Arturo,Sharma,"Arturo Sharma",S,Male,Rockhampton
13649,Rebekah,Suarez,"Rebekah Suarez",M,Female,Townsville
13650,Jessie,She,"Jessie She",M,Male,"North Sydney"
13651,Jerry,Sharma,"Jerry Sharma",M,Male,Perth
13652,Tamara,Zeng,"Tamara Zeng",M,Female,Beaverton
13653,Tony,Chander,"Tony Chander",M,Male,Burien
13654,Shawn,Andersen,"Shawn Andersen",M,Male,Bellingham
13655,Christopher,Walker,"Christopher Walker",M,Male,Bellingham
13656,Faith,Howard,"Faith Howard",M,Female,Bellflower
13657,Kaylee,Collins,"Kaylee Collins",S,Female,Lebanon
13658,Wyatt,Bennett,"Wyatt Bennett",M,Male,Redmond
13659,Clayton,Shan,"Clayton Shan",M,Male,Ballard
13660,Ethan,Davis,"Ethan Davis",M,Male,NULL
13661,Andre,Sara,"Andre Sara",M,Male,NULL
13662,Miguel,Roberts,"Miguel Roberts",S,Male,Villeneuve-d'Ascq
13663,Melvin,Tang,"Melvin Tang",S,Male,Stuttgart
13664,Larry,Diaz,"Larry Diaz",S,Male,NULL
13665,Kristi,Randall,"Kristi Randall",M,Female,NULL
13666,Teresa,Ruiz,"Teresa Ruiz",S,Female,Grevenbroich
13667,Andres,Deng,"Andres Deng",S,Male,"Les Ulis"
13668,Stanley,Martinez,"Stanley Martinez",M,Male,"Coffs Harbour"
13669,Kristy,Gill,"Kristy Gill",M,Female,"Gold Coast"
13670,Brittney,Zeng,"Brittney Zeng",S,Female,"Port Macquarie"
13671,Frank,Ramos,"Frank Ramos",S,Male,Poing
13672,Benjamin,Davis,"Benjamin Davis",S,Male,Lille
13673,Sandra,He,"Sandra He",S,Female,"Verrieres Le Buisson"
13674,Drew,Shen,"Drew Shen",S,Male,Paris
13675,Stanley,Sai,"Stanley Sai",S,Male,NULL
13676,George,Kapoor,"George Kapoor",M,Male,NULL
13677,Brian,Albrecht,"Brian Albrecht",S,Female,SaarbrÃ¼cken
13678,Warren,Goel,"Warren Goel",M,Male,NULL
13679,Sandra,Li,"Sandra Li",M,Female,NULL
13680,Jan,Watson,"Jan Watson",M,Female,NULL
13681,Adam,Hall,"Adam Hall",S,Male,Paris
13682,Fernando,Lopez,"Fernando Lopez",S,Male,Paderborn
13683,Sheila,Torres,"Sheila Torres",S,Female,Kiel
13684,Francis,Dominguez,"Francis Dominguez",S,Male,Kassel
13685,Briana,Torres,"Briana Torres",M,Female,Berlin
13686,Peter,Jai,"Peter Jai",M,Male,Dresden
13687,Mario,Xie,"Mario Xie",M,Male,NULL
13688,Ruben,Sanchez,"Ruben Sanchez",S,Male,NULL
13689,Teresa,Ramos,"Teresa Ramos",S,Female,NULL
13690,Claudia,Gao,"Claudia Gao",S,Female,NULL
13691,Ariana,Bailey,"Ariana Bailey",S,Female,NULL
13692,Curtis,Li,"Curtis Li",M,Male,NULL
13693,Dominic,Gonzalez,"Dominic Gonzalez",S,Male,NULL
13694,Savannah,Gray,"Savannah Gray",S,Female,NULL
13695,Christian,Clark,"Christian Clark",S,Male,Roubaix
13696,Katherine,Edwards,"Katherine Edwards",S,Female,Neunkirchen
13697,JÃ©sus,Munoz,"JÃ©sus Munoz",S,Male,Offenbach
13698,Catherine,Sanchez,"Catherine Sanchez",S,Female,Kassel
13699,Rachel,Alexander,"Rachel Alexander",S,Female,Milwaukie
13700,Evan,Howard,"Evan Howard",S,Male,"Daly City"
13701,Haley,Scott,"Haley Scott",S,Female,NULL
13702,Jessie,Suarez,"Jessie Suarez",S,Female,"Chula Vista"
13703,Mackenzie,Sanders,"Mackenzie Sanders",S,Female,Kirkland
13704,Victoria,Davis,"Victoria Davis",S,Female,"Walla Walla"
13705,Blake,Mitchell,"Blake Mitchell",S,Male,Portland
13706,Kaitlyn,Peterson,"Kaitlyn Peterson",S,Female,NULL
13707,Austin,Smith,"Austin Smith",M,Male,NULL
13708,Jennifer,Bennett,"Jennifer Bennett",S,Female,NULL
13709,Zachary,Robinson,"Zachary Robinson",S,Male,NULL
13710,Destiny,Harris,"Destiny Harris",S,Female,NULL
13711,Thomas,Mitchell,"Thomas Mitchell",S,Male,NULL
13712,Nancy,Martinez,"Nancy Martinez",S,Female,Beaverton
13713,Alexander,Walker,"Alexander Walker",S,Male,"Sedro Woolley"
13714,Amanda,Ward,"Amanda Ward",M,Female,Milwaukie
13715,Eduardo,Sanchez,"Eduardo Sanchez",M,Male,"Chula Vista"
13716,Brandon,Jai,"Brandon Jai",M,Male,Downey
13717,Audrey,Gill,"Audrey Gill",M,Female,Beaverton
13718,Marcus,Barnes,"Marcus Barnes",M,Male,Redmond
13719,Isaac,Carter,"Isaac Carter",M,Male,NULL
13720,Cameron,Johnson,"Cameron Johnson",M,Male,NULL
13721,Lucas,Howard,"Lucas Howard",S,Male,Olympia
13722,Luke,Campbell,"Luke Campbell",M,Male,Puyallup
13723,Leonard,Raje,"Leonard Raje",M,Male,Burbank
13724,Charles,Thompson,"Charles Thompson",M,Male,"Mill Valley"
13725,Nathan,Henderson,"Nathan Henderson",M,Male,"San Gabriel"
13726,Austin,Lewis,"Austin Lewis",M,Male,Torrance
13727,Paula,Rubio,"Paula Rubio",M,Female,Berkeley
13728,Taylor,Stewart,"Taylor Stewart",M,Female,Bellflower
13729,Jason,Li,"Jason Li",M,Male,"Sedro Woolley"
13730,Walter,Suarez,"Walter Suarez",M,Male,Bellingham
13731,Jan,James,"Jan James",S,Female,Coronado
13732,Julian,Isla,"Julian Isla",S,Female,NULL
13733,Sydney,Collins,"Sydney Collins",M,Female,Burien
13734,Kristi,Gonzalez,"Kristi Gonzalez",M,Female,Berkeley
13735,Dennis,Guo,"Dennis Guo",M,Male,Bremerton
13736,Cole,Rivera,"Cole Rivera",M,Male,"Spring Valley"
13737,Garrett,Sanders,"Garrett Sanders",M,Male,Bellflower
13738,Jose,Young,"Jose Young",M,Male,"Los Angeles"
13739,Jason,Coleman,"Jason Coleman",M,Male,Renton
13740,Jada,Ramirez,"Jada Ramirez",M,Female,"Walla Walla"
13741,Haley,Morgan,"Haley Morgan",M,Female,"Imperial Beach"
13742,Benjamin,Ross,"Benjamin Ross",M,Male,Bremerton
13743,Isabella,Anderson,"Isabella Anderson",M,Female,NULL
13744,Alvin,Andersen,"Alvin Andersen",M,Male,Bremerton
13745,Andrew,Robinson,"Andrew Robinson",M,Male,Milwaukie
13746,Janelle,Madan,"Janelle Madan",M,Female,Berkeley
13747,Brian,Torres,"Brian Torres",M,Male,Kirkland
13748,JosÃ©,Martinez,"JosÃ© Martinez",M,Male,Renton
13749,Julio,Alonso,"Julio Alonso",M,Male,Burlingame
13750,Raymond,Sai,"Raymond Sai",M,Male,Bremerton
13751,Allison,Rivera,"Allison Rivera",S,Female,NULL
13752,Isabella,Parker,"Isabella Parker",S,Female,"La Jolla"
13753,Rebecca,Nicholls,"Rebecca Nicholls",S,Female,"Redwood City"
13754,Paige,Peterson,"Paige Peterson",S,Female,Ballard
13755,Luke,Roberts,"Luke Roberts",S,Male,Beaverton
13756,Kaylee,Young,"Kaylee Young",S,Female,NULL
13757,Jordyn,Griffin,"Jordyn Griffin",S,Female,Issaquah
13758,Alexandria,Bell,"Alexandria Bell",S,Female,NULL
13759,Jackson,Scott,"Jackson Scott",M,Male,"El Cajon"
13760,Brian,Cooper,"Brian Cooper",M,Male,NULL
13761,Logan,Powell,"Logan Powell",M,Male,"Oregon City"
13762,Gavin,Long,"Gavin Long",M,Male,NULL
13763,Stephanie,Richardson,"Stephanie Richardson",S,Female,Yakima
13764,Stephanie,Parker,"Stephanie Parker",M,Female,Dunkerque
13765,Jaime,Shen,"Jaime Shen",M,Male,NULL
13766,Joe,Gill,"Joe Gill",M,Male,Paris
13767,Linda,Jimenez,"Linda Jimenez",S,Female,MÃ¼nchen
13768,Ross,Munoz,"Ross Munoz",M,Male,Courbevoie
13769,Brendan,Kumar,"Brendan Kumar",M,Male,Lieusaint
13770,Gerald,Moreno,"Gerald Moreno",M,Male,Frankfurt
13771,Victor,Moreno,"Victor Moreno",S,Male,Hamburg
13772,Michele,Perez,"Michele Perez",M,Female,NULL
13773,Dana,Blanco,"Dana Blanco",M,Female,Dunkerque
13774,Steve,Guo,"Steve Guo",S,Male,Hamburg
13775,Patricia,Subram,"Patricia Subram",S,Female,Hannover
13776,Miguel,Carter,"Miguel Carter",M,Male,NULL
13777,Manuel,Perez,"Manuel Perez",M,Male,NULL
13778,Roger,Huang,"Roger Huang",M,Male,Braunschweig
13779,Manuel,Garcia,"Manuel Garcia",S,Male,Paris
13780,Monica,Perez,"Monica Perez",M,Female,Colombes
13781,Dominique,Patel,"Dominique Patel",M,Female,Paris
13782,Kelli,Lu,"Kelli Lu",M,Female,Essen
13783,Logan,Wright,"Logan Wright",M,Male,NULL
13784,Spencer,Griffin,"Spencer Griffin",S,Male,NULL
13785,Clayton,She,"Clayton She",S,Male,NULL
13786,Jon,Chavez,"Jon Chavez",S,Male,Kassel
13787,Glenn,Cai,"Glenn Cai",M,Male,Grevenbroich
13788,Kari,Fernandez,"Kari Fernandez",M,Female,NULL
13789,Julie,Shan,"Julie Shan",S,Female,SaarbrÃ¼cken
13790,Nina,Deng,"Nina Deng",S,Female,MÃ¼nster
13791,Audrey,Martin,"Audrey Martin",S,Female,NULL
13792,Charles,Taylor,"Charles Taylor",S,Male,NULL
13793,Jason,Gonzales,"Jason Gonzales",M,Male,Roubaix
13794,Mallory,Martin,"Mallory Martin",S,Female,NULL
13795,Carl,Raje,"Carl Raje",S,Male,"Frankfurt am Main"
13796,Martha,Zheng,"Martha Zheng",M,Female,Duesseldorf
13797,Franklin,Gao,"Franklin Gao",M,Male,Kiel
13798,Tammy,Randall,"Tammy Randall",S,Female,NULL
13799,Bryan,Bailey,"Bryan Bailey",S,Male,Chatou
13800,Logan,Li,"Logan Li",M,Male,Lille
13801,Colleen,Andersen,"Colleen Andersen",S,Female,Chatou
13802,Tina,Subram,"Tina Subram",M,Female,Dunkerque
13803,Krystal,Zheng,"Krystal Zheng",M,Female,Saarlouis
13804,Dawn,Luo,"Dawn Luo",M,Female,NULL
13805,Gabriel,Hernandez,"Gabriel Hernandez",M,Male,NULL
13806,Bryant,Mehta,"Bryant Mehta",M,Male,Orly
13807,Frederick,Rana,"Frederick Rana",S,Male,Duesseldorf
13808,Richard,Perez,"Richard Perez",S,Male,Erlangen
13809,Lisa,Zhou,"Lisa Zhou",M,Female,NULL
13810,Vanessa,Barnes,"Vanessa Barnes",M,Female,NULL
13811,Sandra,Chen,"Sandra Chen",S,Female,Bobigny
13812,Joanna,Munoz,"Joanna Munoz",S,Female,Orleans
13813,Kristen,Sun,"Kristen Sun",M,Female,Tremblay-en-France
13814,Sarah,Walker,"Sarah Walker",S,Female,NULL
13815,Lacey,Lin,"Lacey Lin",S,Female,NULL
13816,Marissa,Henderson,"Marissa Henderson",S,Female,NULL
13817,Jenny,Huang,"Jenny Huang",S,Female,Colombes
13818,Dawn,Chander,"Dawn Chander",S,Female,Drancy
13819,Max,Gill,"Max Gill",S,Male,"Les Ulis"
13820,Danny,Alvarez,"Danny Alvarez",M,Male,NULL
13821,Allen,Lopez,"Allen Lopez",M,Male,NULL
13822,Jay,Moyer,"Jay Moyer",M,Male,Erlangen
13823,Margaret,Zheng,"Margaret Zheng",M,Female,"Verrieres Le Buisson"
13824,Destiny,Wood,"Destiny Wood",S,Female,Werne
13825,Kelvin,Ma,"Kelvin Ma",S,Male,Lille
13826,Candice,He,"Candice He",S,Female,Darmstadt
13827,Nathan,Harris,"Nathan Harris",M,Male,Frankfurt
13828,Jessie,Travers,"Jessie Travers",S,Female,"Frankfurt am Main"
13829,Randall,Carlson,"Randall Carlson",S,Male,Grevenbroich
13830,Andrea,Cox,"Andrea Cox",S,Female,NULL
13831,Eddie,Alvarez,"Eddie Alvarez",S,Male,Morangis
13832,Priscilla,Raji,"Priscilla Raji",S,Female,Courbevoie
13833,Noah,Lewis,"Noah Lewis",S,Male,Drancy
13834,Naomi,Suarez,"Naomi Suarez",S,Female,Morangis
13835,Hailey,Brooks,"Hailey Brooks",S,Female,Paris
13836,Dominic,Sara,"Dominic Sara",S,Male,Hof
13837,Alyssa,Lee,"Alyssa Lee",S,Female,Hof
13838,Jill,Rubio,"Jill Rubio",S,Female,NULL
13839,Manuel,Madan,"Manuel Madan",S,Male,"Roissy en Brie"
13840,Tommy,Pal,"Tommy Pal",M,Male,Boulogne-sur-Mer
13841,Clayton,Kumar,"Clayton Kumar",S,Male,NULL
13842,Kenneth,Xie,"Kenneth Xie",S,Male,Braunschweig
13843,Warren,Xie,"Warren Xie",S,Male,"Saint Germain en Laye"
13844,Phillip,Mehta,"Phillip Mehta",S,Male,Paderborn
13845,Shawn,Nara,"Shawn Nara",M,Male,NULL
13846,Lisa,Zheng,"Lisa Zheng",M,Female,NULL
13847,Kurt,Tang,"Kurt Tang",M,Male,NULL
13848,Melissa,Blue,"Melissa Blue",S,Female,"W. Linn"
13849,Preston,Rodriguez,"Preston Rodriguez",S,Male,Beaverton
13850,Anthony,Thompson,"Anthony Thompson",S,Male,"Beverly Hills"
13851,Seth,Moore,"Seth Moore",S,Male,NULL
13852,Ian,Robinson,"Ian Robinson",S,Male,NULL
13853,Connor,Zhang,"Connor Zhang",S,Male,NULL
13854,Kyle,Parker,"Kyle Parker",M,Male,"Chula Vista"
13855,Sarah,Washington,"Sarah Washington",S,Female,Colma
13856,Ian,Scott,"Ian Scott",S,Male,"Lincoln Acres"
13857,Victoria,Thompson,"Victoria Thompson",M,Female,Woodburn
13858,Melanie,Richardson,"Melanie Richardson",M,Female,"San Diego"
13859,Kristin,Deng,"Kristin Deng",M,Female,Burlingame
13860,Olivia,Watson,"Olivia Watson",M,Female,NULL
13861,Hailey,Rogers,"Hailey Rogers",M,Female,Renton
13862,Andrew,Walker,"Andrew Walker",M,Male,Bellflower
13863,Kevin,Long,"Kevin Long",M,Male,Berkeley
13864,Robin,Torres,"Robin Torres",M,Female,Berkeley
13865,Mariah,Foster,"Mariah Foster",M,Female,Novato
13866,Mya,Butler,"Mya Butler",M,Female,"San Diego"
13867,Luke,Griffin,"Luke Griffin",M,Male,Lynnwood
13868,Shelby,Morris,"Shelby Morris",S,Female,Salem
13869,Anna,Morgan,"Anna Morgan",M,Female,Burlingame
13870,Jonathan,Clark,"Jonathan Clark",M,Male,Lebanon
13871,Sarah,Gonzales,"Sarah Gonzales",S,Female,"Palo Alto"
13872,Alyssa,Henderson,"Alyssa Henderson",M,Female,Marysville
13873,Russell,Jai,"Russell Jai",M,Male,Concord
13874,Alyssa,Bryant,"Alyssa Bryant",M,Female,Grossmont
13875,Samantha,Williams,"Samantha Williams",M,Female,"El Cajon"
13876,Sebastian,Murphy,"Sebastian Murphy",M,Male,"Chula Vista"
13877,Adam,Lal,"Adam Lal",M,Male,Lakewood
13878,Sebastian,Gray,"Sebastian Gray",M,Male,NULL
13879,Derrick,Hernandez,"Derrick Hernandez",S,Male,Bellflower
13880,Marshall,Kumar,"Marshall Kumar",S,Male,Burien
13881,Jasmine,Wood,"Jasmine Wood",S,Female,Yakima
13882,Mariah,Russell,"Mariah Russell",S,Female,"Imperial Beach"
13883,Brandon,Lal,"Brandon Lal",S,Male,"Long Beach"
13884,Jada,Rogers,"Jada Rogers",S,Female,Bellingham
13885,Brian,Howard,"Brian Howard",S,Male,Tacoma
13886,Rachel,Taylor,"Rachel Taylor",M,Female,Colma
13887,Nathan,Scott,"Nathan Scott",M,Male,"Spring Valley"
13888,Ian,Brown,"Ian Brown",S,Male,Everett
13889,Robert,Martin,"Robert Martin",S,Male,Lebanon
13890,Jennifer,Carter,"Jennifer Carter",S,Female,Beaverton
13891,Aaron,Simmons,"Aaron Simmons",M,Male,Lakewood
13892,Spencer,Diaz,"Spencer Diaz",S,Male,Milwaukie
13893,Dalton,Carter,"Dalton Carter",M,Male,Beaverton
13894,Robyn,Ruiz,"Robyn Ruiz",M,Female,Bremerton
13895,Isabella,Brooks,"Isabella Brooks",S,Female,Bremerton
13896,Hailey,Mitchell,"Hailey Mitchell",S,Female,Burien
13897,Carol,Washington,"Carol Washington",M,Male,Burien
13898,Richard,Baker,"Richard Baker",S,Male,Corvallis
13899,Cameron,Jones,"Cameron Jones",M,Male,Olympia
13900,Isaac,Campbell,"Isaac Campbell",M,Male,Olympia
13901,Oscar,Foster,"Oscar Foster",M,Male,"W. Linn"
13902,Jeremiah,Simmons,"Jeremiah Simmons",M,Male,Concord
13903,Elijah,Hernandez,"Elijah Hernandez",S,Male,"El Cajon"
13904,Natalie,Thompson,"Natalie Thompson",M,Female,"Imperial Beach"
13905,Christian,Henderson,"Christian Henderson",M,Male,"La Jolla"
13906,Courtney,Evans,"Courtney Evans",S,Female,Olympia
13907,Misty,Xie,"Misty Xie",S,Female,Bremerton
13908,Alyssa,Diaz,"Alyssa Diaz",S,Female,NULL
13909,Riley,Price,"Riley Price",S,Female,NULL
13910,Isabelle,Butler,"Isabelle Butler",S,Female,"Sedro Woolley"
13911,Andrea,Kelly,"Andrea Kelly",S,Female,Seattle
13912,Caroline,Simmons,"Caroline Simmons",S,Female,Coronado
13913,Angela,Rogers,"Angela Rogers",S,Female,Berkeley
13914,Abigail,Bell,"Abigail Bell",M,Female,"Chula Vista"
13915,Allison,King,"Allison King",S,Female,Glendale
13916,Eduardo,Ward,"Eduardo Ward",S,Male,NULL
13917,Samuel,Allen,"Samuel Allen",S,Male,Novato
13918,Armando,Blanco,"Armando Blanco",S,Male,NULL
13919,Grace,Smith,"Grace Smith",M,Female,Glendale
13920,Amanda,Rogers,"Amanda Rogers",S,Female,NULL
13921,Joseph,Jones,"Joseph Jones",M,Male,Concord
13922,Jackson,Foster,"Jackson Foster",M,Male,Salem
13923,Steven,Howard,"Steven Howard",S,Male,Grossmont
13924,Hannah,Hall,"Hannah Hall",S,Female,"San Diego"
13925,Wyatt,Barnes,"Wyatt Barnes",S,Male,"Redwood City"
13926,Dalton,Hill,"Dalton Hill",S,Male,Ballard
13927,Gabriel,Gonzales,"Gabriel Gonzales",S,Male,Bellflower
13928,Nathaniel,Morris,"Nathaniel Morris",M,Male,Tacoma
13929,Robert,Hayes,"Robert Hayes",S,Male,"Lake Oswego"
13930,Samantha,Coleman,"Samantha Coleman",M,Female,"W. Linn"
13931,Luke,Hernandez,"Luke Hernandez",M,Male,Redmond
13932,Timothy,Sanchez,"Timothy Sanchez",M,Male,"El Cajon"
13933,Isabella,Richardson,"Isabella Richardson",M,Female,Torrance
13934,Luis,Young,"Luis Young",M,Male,Issaquah
13935,Kimberly,Sanchez,"Kimberly Sanchez",M,Female,Oakland
13936,Nathan,Wilson,"Nathan Wilson",M,Male,NULL
13937,Victoria,Ware,"Victoria Ware",S,Female,Milwaukie
13938,Alejandro,Cai,"Alejandro Cai",M,Male,Bellflower
13939,Eduardo,Ramirez,"Eduardo Ramirez",S,Male,Burbank
13940,Emma,Simmons,"Emma Simmons",S,Female,"Long Beach"
13941,Brittany,Hayes,"Brittany Hayes",M,Female,NULL
13942,Seth,Long,"Seth Long",M,Male,Downey
13943,Kelly,Bryant,"Kelly Bryant",M,Female,"Los Angeles"
13944,Andrew,Moore,"Andrew Moore",M,Male,NULL
13945,Yolanda,Luo,"Yolanda Luo",M,Female,Bellingham
13946,Jason,Powell,"Jason Powell",M,Male,Portland
13947,Megan,Hughes,"Megan Hughes",M,Female,"Oregon City"
13948,Susan,Ma,"Susan Ma",S,Female,Berkeley
13949,Dwayne,Ramos,"Dwayne Ramos",M,Male,Berkeley
13950,Meredith,Hernandez,"Meredith Hernandez",M,Female,Bellingham
13951,Dylan,Hughes,"Dylan Hughes",S,Male,Spokane
13952,Franklin,Ye,"Franklin Ye",M,Male,Melton
13953,Theresa,Munoz,"Theresa Munoz",M,Female,Newcastle
